address_id,line1,line2,city,province_id,postal_code,country_code,created_at
1799,Calle 5221,,Mendoza,4,3105,AR,2023-10-19 07:05:55
1800,Calle 6118,,CABA,1,2431,AR,2023-08-31 03:32:46
1801,Calle 5590,,CABA,1,8549,AR,2024-10-01 00:52:11
1802,Calle 1999,,Rosario,3,4268,AR,2023-09-09 01:42:00
1803,Calle 1501,,Mar del Plata,1,4444,AR,2023-07-22 16:05:02
1804,Calle 5250,,Villa Carlos Paz,2,8799,AR,2024-03-07 11:52:04
1805,Calle 9920,Piso 12 Dto A,Villa Carlos Paz,2,5719,AR,2023-08-09 04:10:29
1806,Calle 104,,Mar del Plata,1,5313,AR,2023-12-15 12:42:40
1807,Calle 3103,,Rafaela,3,4083,AR,2024-02-20 13:39:24
1808,Calle 2662,Piso 7 Dto C,Rosario,3,7754,AR,2025-07-01 01:26:49
1809,Calle 6989,,Córdoba,2,9692,AR,2023-05-16 20:20:51
1810,Calle 4124,,Río Cuarto,2,2009,AR,2023-08-11 12:43:08
1811,Calle 990,,Mar del Plata,1,8306,AR,2023-05-24 15:21:10
1812,Calle 1446,Piso 6 Dto C,San Rafael,4,2079,AR,2024-06-16 16:22:18
1813,Calle 7386,Piso 6 Dto C,Villa Carlos Paz,2,7069,AR,2025-06-20 05:58:38
1814,Calle 5136,,La Plata,1,4737,AR,2024-01-25 22:40:28
1815,Calle 6714,Piso 8 Dto B,La Plata,1,7606,AR,2025-04-25 05:09:00
1816,Calle 7409,Piso 3 Dto A,Santa Fe,3,7874,AR,2023-06-13 00:40:25
1817,Calle 6250,Piso 11 Dto A,Santa Fe,3,6991,AR,2023-05-27 16:05:59
1818,Calle 2831,,Mar del Plata,1,4555,AR,2023-09-30 08:07:22
1819,Calle 2456,,La Plata,1,1355,AR,2025-06-16 13:31:27
1820,Calle 9001,,La Plata,1,8971,AR,2025-06-19 09:10:19
1821,Calle 7985,Piso 11 Dto A,CABA,1,2736,AR,2023-08-17 22:26:21
1822,Calle 7811,,San Rafael,4,4852,AR,2025-07-19 20:52:30
1823,Calle 6822,Piso 8 Dto A,Mendoza,4,3598,AR,2024-10-12 23:11:46
1824,Calle 7029,,Río Cuarto,2,9677,AR,2024-07-16 21:53:11
1825,Calle 2100,Piso 6 Dto C,La Plata,1,2034,AR,2023-06-02 12:16:07
1826,Calle 4033,,La Plata,1,6120,AR,2025-05-14 17:33:48
1827,Calle 5583,,Rafaela,3,3082,AR,2024-09-16 22:47:40
1828,Calle 3751,,Rafaela,3,5081,AR,2025-06-02 23:52:40
1829,Calle 5136,Piso 9 Dto A,Córdoba,2,3430,AR,2024-09-16 16:09:54
1830,Calle 7581,Piso 10 Dto C,La Plata,1,2096,AR,2025-04-03 06:00:45
1831,Calle 4526,Piso 12 Dto A,CABA,1,1967,AR,2025-05-10 22:33:57
1832,Calle 51,Piso 6 Dto B,Mar del Plata,1,3394,AR,2024-07-02 17:08:20
1833,Calle 5148,,Godoy Cruz,4,4083,AR,2023-11-08 23:26:10
1834,Calle 3194,Piso 9 Dto C,CABA,1,5066,AR,2024-12-10 02:37:41
1835,Calle 4886,,CABA,1,5851,AR,2023-06-14 06:38:40
1836,Calle 6905,Piso 2 Dto B,Mar del Plata,1,3418,AR,2025-03-29 21:37:38
1837,Calle 2572,Piso 10 Dto B,Río Cuarto,2,2765,AR,2024-07-03 22:45:35
1838,Calle 9938,,CABA,1,3105,AR,2024-09-18 10:59:41
1839,Calle 859,Piso 6 Dto C,Mendoza,4,7042,AR,2023-12-12 04:55:44
1840,Calle 6145,Piso 9 Dto A,Mar del Plata,1,6306,AR,2025-01-09 10:42:51
1841,Calle 566,Piso 11 Dto B,Mar del Plata,1,1645,AR,2025-07-08 21:52:15
1842,Calle 2161,,Mar del Plata,1,3292,AR,2023-12-27 10:56:11
1843,Calle 3851,Piso 2 Dto B,CABA,1,6540,AR,2023-09-09 01:48:59
1844,Calle 8069,,CABA,1,9596,AR,2025-02-10 18:45:42
1845,Calle 2540,,Villa Carlos Paz,2,8348,AR,2024-01-08 02:12:13
1846,Calle 3726,,La Plata,1,1859,AR,2024-04-20 07:59:24
1847,Calle 3589,,CABA,1,9201,AR,2024-09-13 06:17:43
1848,Calle 6485,Piso 1 Dto C,Mar del Plata,1,9064,AR,2023-06-11 12:37:59
1849,Calle 6799,,Río Cuarto,2,4278,AR,2023-06-30 22:23:08
1850,Calle 8053,,Mar del Plata,1,7031,AR,2025-07-04 22:26:12
1851,Calle 6508,,Rosario,3,5610,AR,2024-06-21 16:01:39
1852,Calle 6364,Piso 3 Dto A,Río Cuarto,2,6480,AR,2024-03-05 02:55:31
1853,Calle 6433,Piso 2 Dto C,La Plata,1,8399,AR,2023-06-19 18:23:36
1854,Calle 8386,,Mar del Plata,1,2846,AR,2023-07-09 17:12:02
1855,Calle 3369,Piso 4 Dto C,CABA,1,4511,AR,2024-08-19 06:28:33
1856,Calle 3766,,CABA,1,9373,AR,2023-06-11 23:47:43
1857,Calle 2965,Piso 6 Dto A,CABA,1,7366,AR,2024-09-25 12:49:13
1858,Calle 9861,Piso 3 Dto B,La Plata,1,5675,AR,2024-05-26 01:26:21
1859,Calle 5,,CABA,1,1183,AR,2024-07-05 00:05:04
1860,Calle 7292,,Godoy Cruz,4,2593,AR,2023-07-28 04:02:07
1861,Calle 3126,Piso 7 Dto C,Mar del Plata,1,2246,AR,2024-07-13 22:21:42
1862,Calle 4874,Piso 1 Dto A,CABA,1,3323,AR,2024-06-17 03:07:20
1863,Calle 1972,,CABA,1,8807,AR,2024-02-01 04:51:44
1864,Calle 3848,Piso 8 Dto C,CABA,1,5424,AR,2023-06-10 01:03:30
1865,Calle 1037,,Villa Carlos Paz,2,4530,AR,2023-08-15 05:15:27
1866,Calle 490,Piso 1 Dto B,La Plata,1,8630,AR,2025-02-04 16:17:26
1867,Calle 9450,,CABA,1,5601,AR,2024-07-16 09:38:18
1868,Calle 4380,Piso 1 Dto C,Córdoba,2,4081,AR,2024-05-04 18:40:05
1869,Calle 723,Piso 10 Dto B,Córdoba,2,4793,AR,2023-07-18 11:16:04
1870,Calle 9799,Piso 6 Dto B,CABA,1,9922,AR,2024-01-15 14:26:16
1871,Calle 9028,Piso 9 Dto A,La Plata,1,6681,AR,2025-01-27 06:07:16
1872,Calle 6097,Piso 8 Dto B,La Plata,1,3418,AR,2025-06-12 04:41:39
1873,Calle 5904,Piso 7 Dto A,Villa Carlos Paz,2,3255,AR,2024-10-03 23:50:06
1874,Calle 7645,,San Rafael,4,1700,AR,2024-10-20 12:53:03
1875,Calle 2377,,Mar del Plata,1,3285,AR,2024-03-20 17:15:24
1876,Calle 1340,,Santa Fe,3,9512,AR,2023-10-14 06:30:55
1877,Calle 9019,,Villa Carlos Paz,2,6486,AR,2025-06-03 21:57:07
1878,Calle 6117,Piso 9 Dto B,Mar del Plata,1,4589,AR,2024-11-01 11:14:15
1879,Calle 1744,Piso 4 Dto C,Río Cuarto,2,3551,AR,2024-02-22 13:29:36
1880,Calle 1767,,Río Cuarto,2,6022,AR,2024-05-15 16:12:02
1881,Calle 3429,,Santa Fe,3,4129,AR,2023-06-11 12:21:10
1882,Calle 1984,,La Plata,1,2098,AR,2024-06-02 16:42:02
1883,Calle 6913,Piso 6 Dto C,CABA,1,1173,AR,2024-08-14 08:50:39
1884,Calle 3416,Piso 5 Dto B,La Plata,1,1686,AR,2025-06-07 06:14:21
1885,Calle 5237,Piso 6 Dto A,Godoy Cruz,4,8759,AR,2024-12-22 03:26:00
1886,Calle 6926,Piso 12 Dto C,Rosario,3,9033,AR,2023-06-17 10:51:59
1887,Calle 1423,,La Plata,1,2359,AR,2024-05-21 04:47:03
1888,Calle 1541,Piso 8 Dto B,Río Cuarto,2,4954,AR,2025-05-04 00:00:28
1889,Calle 9055,,La Plata,1,7727,AR,2023-09-30 12:07:58
1890,Calle 9723,Piso 11 Dto A,CABA,1,2132,AR,2025-06-23 22:37:25
1891,Calle 9258,,La Plata,1,5148,AR,2023-11-04 19:00:07
1892,Calle 2850,,Villa Carlos Paz,2,1652,AR,2024-07-29 22:40:15
1893,Calle 1797,,Villa Carlos Paz,2,4262,AR,2025-05-23 23:42:46
1894,Calle 6346,,CABA,1,7172,AR,2023-07-13 03:45:59
1895,Calle 5572,Piso 11 Dto C,CABA,1,4747,AR,2025-03-26 18:21:55
1896,Calle 1664,,Rosario,3,1387,AR,2025-03-16 13:27:03
1897,Calle 7045,Piso 1 Dto C,Mar del Plata,1,9904,AR,2023-10-18 04:11:57
1898,Calle 4570,Piso 7 Dto C,CABA,1,2096,AR,2023-08-15 05:54:46
1899,Calle 5860,,Mar del Plata,1,3253,AR,2023-11-09 23:36:45
1900,Calle 9346,,CABA,1,8308,AR,2025-08-31 01:19:53
1901,Calle 7830,,La Plata,1,7770,AR,2023-11-01 23:11:40
1902,Calle 3317,,Córdoba,2,7401,AR,2023-05-23 09:19:42
1903,Calle 200,Piso 2 Dto C,Mar del Plata,1,9692,AR,2023-05-19 18:13:52
1904,Calle 5236,,CABA,1,4091,AR,2025-05-12 12:19:08
1905,Calle 1623,,CABA,1,3393,AR,2023-11-19 05:14:49
1906,Calle 1115,,Rosario,3,3698,AR,2024-05-23 19:21:21
1907,Calle 5927,Piso 4 Dto B,Villa Carlos Paz,2,1977,AR,2025-03-06 21:19:09
1908,Calle 6466,Piso 1 Dto A,La Plata,1,7402,AR,2025-04-03 18:48:57
1909,Calle 2087,Piso 8 Dto C,Córdoba,2,3576,AR,2024-05-14 21:49:47
1910,Calle 8146,,Villa Carlos Paz,2,7837,AR,2023-08-17 01:06:35
1911,Calle 2385,Piso 11 Dto A,Río Cuarto,2,5544,AR,2025-01-05 22:04:09
1912,Calle 5595,Piso 5 Dto C,Mar del Plata,1,6048,AR,2025-05-04 23:35:05
1913,Calle 9660,,La Plata,1,8689,AR,2024-10-10 15:04:35
1914,Calle 5611,,La Plata,1,5122,AR,2024-06-25 15:39:14
1915,Calle 9740,Piso 9 Dto A,Godoy Cruz,4,6311,AR,2024-05-11 22:01:49
1916,Calle 5020,Piso 4 Dto B,Villa Carlos Paz,2,5563,AR,2024-06-18 23:17:00
1917,Calle 3086,Piso 10 Dto A,Río Cuarto,2,4112,AR,2024-11-17 13:12:35
1918,Calle 5262,,Río Cuarto,2,2920,AR,2024-07-31 18:27:28
1919,Calle 9800,,Córdoba,2,9142,AR,2024-12-08 12:57:43
1920,Calle 4436,Piso 10 Dto B,La Plata,1,3397,AR,2024-06-04 16:51:46
1921,Calle 2039,Piso 7 Dto C,Villa Carlos Paz,2,1053,AR,2023-08-17 09:01:47
1922,Calle 8111,Piso 8 Dto C,La Plata,1,9374,AR,2025-02-17 05:07:21
1923,Calle 7008,,CABA,1,8804,AR,2025-03-15 02:57:43
1924,Calle 2290,Piso 3 Dto A,CABA,1,1892,AR,2023-07-08 17:52:52
1925,Calle 1761,Piso 9 Dto C,Santa Fe,3,3087,AR,2023-10-01 23:03:41
1926,Calle 6935,,San Rafael,4,1161,AR,2023-10-26 02:29:15
1927,Calle 4542,,Mar del Plata,1,4776,AR,2024-04-12 10:30:34
1928,Calle 4371,,Río Cuarto,2,3485,AR,2023-06-10 15:47:22
1929,Calle 3603,,Villa Carlos Paz,2,9875,AR,2023-06-02 02:13:53
1930,Calle 9360,Piso 12 Dto C,Mendoza,4,8966,AR,2023-11-15 12:03:20
1931,Calle 3621,,La Plata,1,3843,AR,2024-04-12 06:55:51
1932,Calle 3913,Piso 11 Dto B,CABA,1,7335,AR,2025-03-29 02:14:40
1933,Calle 1344,Piso 7 Dto C,CABA,1,8250,AR,2023-12-25 14:46:44
1934,Calle 6229,Piso 1 Dto C,Villa Carlos Paz,2,4360,AR,2025-06-07 13:11:14
1935,Calle 5609,Piso 6 Dto A,Mar del Plata,1,9315,AR,2024-12-28 13:59:06
1936,Calle 3367,,Rafaela,3,7187,AR,2024-01-22 13:43:22
1937,Calle 3571,Piso 6 Dto B,Rosario,3,5491,AR,2024-05-26 10:39:21
1938,Calle 6217,,Córdoba,2,4998,AR,2023-08-14 12:00:10
1939,Calle 6372,Piso 10 Dto B,CABA,1,7241,AR,2023-06-06 20:04:34
1940,Calle 7297,Piso 7 Dto A,Mar del Plata,1,5176,AR,2024-10-27 22:57:26
1941,Calle 4258,,La Plata,1,4590,AR,2025-07-17 09:29:14
1942,Calle 595,,Córdoba,2,4745,AR,2023-09-22 18:25:04
1943,Calle 1514,,Córdoba,2,5102,AR,2023-09-06 02:51:14
1944,Calle 7424,,La Plata,1,8141,AR,2024-07-11 15:44:03
1945,Calle 3754,,Rosario,3,9528,AR,2023-08-17 17:41:52
1946,Calle 855,,CABA,1,5722,AR,2025-09-03 04:37:47
1947,Calle 2752,,La Plata,1,2262,AR,2023-08-18 16:11:12
1948,Calle 2929,Piso 9 Dto A,Santa Fe,3,7044,AR,2024-02-07 22:46:10
1949,Calle 4025,,CABA,1,5461,AR,2025-07-11 07:11:39
1950,Calle 8266,,Rafaela,3,3736,AR,2023-07-20 02:24:44
1951,Calle 3964,Piso 10 Dto B,CABA,1,8576,AR,2024-05-21 19:40:30
1952,Calle 1801,,Mar del Plata,1,1692,AR,2023-08-18 04:42:03
1953,Calle 10,Piso 5 Dto B,Mendoza,4,7471,AR,2025-09-06 21:15:29
1954,Calle 8603,Piso 8 Dto C,La Plata,1,7638,AR,2024-05-30 13:58:58
1955,Calle 2735,,La Plata,1,1596,AR,2024-03-22 09:31:50
1956,Calle 4890,Piso 2 Dto C,La Plata,1,7268,AR,2024-12-10 00:12:59
1957,Calle 5154,,CABA,1,4531,AR,2025-03-12 14:00:58
1958,Calle 7372,,Rosario,3,5947,AR,2025-01-10 17:24:02
1959,Calle 3721,Piso 8 Dto B,CABA,1,7541,AR,2025-04-29 10:45:09
1960,Calle 3354,Piso 8 Dto A,Villa Carlos Paz,2,1841,AR,2024-05-21 03:54:27
1961,Calle 1660,,San Rafael,4,6743,AR,2025-04-27 11:47:24
1962,Calle 7101,Piso 2 Dto C,San Rafael,4,6812,AR,2025-07-10 05:40:40
1963,Calle 7856,Piso 2 Dto B,Córdoba,2,4169,AR,2024-08-30 02:22:47
1964,Calle 182,Piso 2 Dto A,Mendoza,4,1981,AR,2023-06-13 08:16:04
1965,Calle 8538,Piso 6 Dto A,Mar del Plata,1,7609,AR,2024-10-05 21:56:54
1966,Calle 5685,Piso 10 Dto B,Santa Fe,3,7028,AR,2023-07-24 02:17:56
1967,Calle 2021,Piso 8 Dto B,Rafaela,3,9420,AR,2023-07-01 03:59:25
1968,Calle 9280,,Río Cuarto,2,7191,AR,2024-09-29 20:57:39
1969,Calle 4377,,Villa Carlos Paz,2,2526,AR,2024-12-22 08:26:21
1970,Calle 687,,CABA,1,3178,AR,2024-03-03 03:14:28
1971,Calle 6842,Piso 3 Dto B,CABA,1,4450,AR,2023-05-06 21:08:18
1972,Calle 614,Piso 5 Dto C,Mendoza,4,2082,AR,2024-04-10 08:25:59
1973,Calle 8086,Piso 2 Dto A,CABA,1,6615,AR,2024-12-04 01:30:15
1974,Calle 9455,Piso 9 Dto C,Santa Fe,3,6349,AR,2025-08-01 05:08:26
1975,Calle 9663,Piso 9 Dto C,Mar del Plata,1,5018,AR,2024-04-21 09:18:21
1976,Calle 7920,Piso 5 Dto B,Santa Fe,3,9173,AR,2025-01-23 16:38:54
1977,Calle 4921,,Mar del Plata,1,4663,AR,2024-04-10 03:08:34
1978,Calle 7608,Piso 3 Dto A,Rosario,3,7760,AR,2025-01-16 03:30:53
1979,Calle 4901,,La Plata,1,8883,AR,2023-08-17 00:36:39
1980,Calle 7138,,Rosario,3,7786,AR,2025-05-10 01:12:37
1981,Calle 6069,,Godoy Cruz,4,8971,AR,2025-06-08 01:53:55
1982,Calle 9641,Piso 4 Dto B,Godoy Cruz,4,4852,AR,2024-07-24 00:17:09
1983,Calle 5507,Piso 3 Dto C,CABA,1,7174,AR,2023-09-11 17:55:47
1984,Calle 140,Piso 3 Dto C,CABA,1,9071,AR,2023-09-26 09:45:15
1985,Calle 2489,Piso 1 Dto A,San Rafael,4,3909,AR,2023-06-25 18:34:16
1986,Calle 5854,,La Plata,1,1662,AR,2024-01-17 15:54:22
1987,Calle 1638,,Santa Fe,3,1647,AR,2023-05-06 07:56:43
1988,Calle 2785,,Rosario,3,5379,AR,2024-07-31 17:14:22
1989,Calle 1175,,Río Cuarto,2,2064,AR,2025-04-23 05:09:23
1990,Calle 2579,,Villa Carlos Paz,2,9133,AR,2024-04-17 15:34:01
1991,Calle 6446,,Córdoba,2,8744,AR,2025-04-07 22:44:16
1992,Calle 5021,Piso 5 Dto C,Mar del Plata,1,7848,AR,2024-05-05 06:05:54
1993,Calle 5352,Piso 4 Dto A,Santa Fe,3,3436,AR,2024-01-02 02:59:12
1994,Calle 9629,,CABA,1,8355,AR,2023-11-17 21:42:43
1995,Calle 4629,Piso 6 Dto C,CABA,1,4919,AR,2025-05-23 03:13:43
1996,Calle 9046,Piso 12 Dto C,CABA,1,4436,AR,2025-05-10 03:13:44
1997,Calle 2565,Piso 7 Dto A,Villa Carlos Paz,2,2082,AR,2023-07-20 23:34:42
1998,Calle 6383,Piso 3 Dto B,La Plata,1,7512,AR,2024-09-19 15:55:16
1999,Calle 6920,,La Plata,1,1121,AR,2024-01-16 01:02:28
2000,Calle 1528,,Godoy Cruz,4,1688,AR,2023-12-10 00:17:28
2001,Calle 8116,,Mar del Plata,1,7846,AR,2023-07-04 17:29:08
2002,Calle 5911,Piso 12 Dto B,Rafaela,3,6524,AR,2023-05-10 06:03:15
2003,Calle 3305,Piso 4 Dto A,Mar del Plata,1,9273,AR,2024-07-03 18:48:25
2004,Calle 9675,,Mar del Plata,1,8126,AR,2023-07-06 05:52:45
2005,Calle 9683,Piso 9 Dto B,Mar del Plata,1,1729,AR,2024-07-20 22:23:40
2006,Calle 9656,Piso 11 Dto A,La Plata,1,7836,AR,2025-04-25 02:08:18
2007,Calle 9370,,San Rafael,4,8360,AR,2024-06-20 04:45:00
2008,Calle 635,Piso 4 Dto C,Mar del Plata,1,7468,AR,2024-06-21 05:33:30
2009,Calle 665,,CABA,1,7504,AR,2023-05-09 11:54:05
2010,Calle 4484,Piso 9 Dto C,CABA,1,1267,AR,2025-06-23 10:39:51
2011,Calle 5017,,Rafaela,3,9136,AR,2024-04-01 12:40:16
2012,Calle 4712,Piso 2 Dto A,Mar del Plata,1,6383,AR,2024-02-05 07:51:49
2013,Calle 233,,CABA,1,6386,AR,2024-05-21 12:29:38
2014,Calle 1630,Piso 3 Dto C,Mendoza,4,3769,AR,2024-08-02 02:21:13
2015,Calle 2652,,Villa Carlos Paz,2,6921,AR,2023-10-04 14:57:08
2016,Calle 5071,,Santa Fe,3,2248,AR,2024-01-02 16:01:06
2017,Calle 3925,,Rosario,3,2857,AR,2025-04-06 01:22:12
2018,Calle 8759,,Mar del Plata,1,8884,AR,2024-07-11 07:47:49
2019,Calle 1508,Piso 6 Dto A,Santa Fe,3,4101,AR,2025-08-30 02:25:24
2020,Calle 299,,San Rafael,4,3658,AR,2023-12-18 12:18:01
2021,Calle 8763,Piso 4 Dto B,Mar del Plata,1,1488,AR,2024-10-15 10:51:30
2022,Calle 1697,,Santa Fe,3,3744,AR,2024-02-25 09:04:13
2023,Calle 9607,,Villa Carlos Paz,2,4715,AR,2025-06-11 23:38:32
2024,Calle 6346,Piso 6 Dto C,Villa Carlos Paz,2,4262,AR,2023-07-10 04:33:17
2025,Calle 61,,CABA,1,7103,AR,2024-10-13 04:36:22
2026,Calle 5164,,CABA,1,2572,AR,2025-07-22 14:10:30
2027,Calle 9714,Piso 3 Dto B,Córdoba,2,6582,AR,2023-11-08 00:43:01
2028,Calle 5195,Piso 4 Dto B,Córdoba,2,5807,AR,2023-07-05 11:44:35
2029,Calle 4919,Piso 11 Dto A,Rosario,3,7219,AR,2023-12-29 17:37:26
2030,Calle 1219,,La Plata,1,9163,AR,2024-08-27 01:25:51
2031,Calle 373,Piso 1 Dto B,Villa Carlos Paz,2,4027,AR,2023-09-27 14:08:02
2032,Calle 9879,Piso 10 Dto A,Rafaela,3,2857,AR,2023-09-30 19:43:11
2033,Calle 5216,,Godoy Cruz,4,2291,AR,2024-04-29 15:40:05
2034,Calle 9015,Piso 9 Dto A,La Plata,1,5874,AR,2023-10-09 00:30:53
2035,Calle 5111,Piso 7 Dto A,Rosario,3,5408,AR,2023-07-25 20:41:38
2036,Calle 9639,Piso 1 Dto A,CABA,1,1696,AR,2025-05-03 21:54:20
2037,Calle 8880,,Santa Fe,3,5056,AR,2023-09-10 09:30:45
2038,Calle 9323,,CABA,1,8705,AR,2024-04-09 07:12:31
2039,Calle 2775,,Córdoba,2,7683,AR,2023-05-14 05:05:40
2040,Calle 9449,Piso 12 Dto A,Villa Carlos Paz,2,9971,AR,2024-05-09 13:59:28
2041,Calle 6365,Piso 4 Dto C,CABA,1,6640,AR,2023-12-03 14:17:45
2042,Calle 6743,Piso 10 Dto B,Mar del Plata,1,5080,AR,2023-11-15 15:14:39
2043,Calle 9917,,Villa Carlos Paz,2,7644,AR,2024-02-26 23:08:43
2044,Calle 2101,,Río Cuarto,2,5076,AR,2023-11-27 18:02:26
2045,Calle 4096,,Córdoba,2,7467,AR,2023-11-28 13:11:06
2046,Calle 1846,,Godoy Cruz,4,2814,AR,2023-05-27 09:00:25
2047,Calle 3381,,La Plata,1,3019,AR,2024-11-28 20:15:03
2048,Calle 6206,Piso 11 Dto C,La Plata,1,8264,AR,2024-03-14 02:17:20
2049,Calle 3388,,Rosario,3,4977,AR,2025-06-05 01:17:34
2050,Calle 7168,,La Plata,1,8099,AR,2025-04-25 03:36:31
2051,Calle 7517,,CABA,1,7773,AR,2023-10-24 12:37:29
2052,Calle 4644,Piso 5 Dto A,Rosario,3,1225,AR,2025-05-10 03:26:27
2053,Calle 1070,Piso 10 Dto B,Rafaela,3,5967,AR,2024-04-18 11:05:48
2054,Calle 4516,Piso 8 Dto B,Mar del Plata,1,3628,AR,2025-05-21 04:45:24
2055,Calle 281,Piso 4 Dto C,CABA,1,7300,AR,2024-04-10 00:10:21
2056,Calle 8351,,San Rafael,4,5385,AR,2024-12-02 01:41:47
2057,Calle 1620,Piso 5 Dto C,Mar del Plata,1,7614,AR,2023-06-06 12:49:21
2058,Calle 3953,,CABA,1,9682,AR,2024-02-14 04:46:03
2059,Calle 56,Piso 3 Dto A,Río Cuarto,2,7876,AR,2024-10-17 04:26:48
2060,Calle 3070,Piso 2 Dto C,CABA,1,7960,AR,2024-05-30 04:12:39
2061,Calle 9605,Piso 4 Dto C,Villa Carlos Paz,2,6847,AR,2023-10-02 06:29:32
2062,Calle 3216,,Mar del Plata,1,6507,AR,2024-11-10 09:28:30
2063,Calle 8725,,CABA,1,8058,AR,2025-09-25 17:06:25
2064,Calle 1691,,CABA,1,7729,AR,2023-07-13 03:50:37
2065,Calle 8766,,La Plata,1,9987,AR,2025-03-21 12:09:16
2066,Calle 3515,,Córdoba,2,1599,AR,2024-06-07 09:23:34
2067,Calle 6704,Piso 2 Dto B,Mar del Plata,1,4425,AR,2023-09-28 05:17:50
2068,Calle 1947,,CABA,1,1723,AR,2025-05-14 11:01:51
2069,Calle 2737,,Río Cuarto,2,9020,AR,2024-04-06 02:25:52
2070,Calle 1640,,Santa Fe,3,5549,AR,2023-05-06 03:27:50
2071,Calle 5848,,La Plata,1,1440,AR,2023-10-04 11:28:48
2072,Calle 350,,San Rafael,4,3819,AR,2024-01-04 19:40:31
2073,Calle 2940,,CABA,1,3172,AR,2024-08-06 06:23:45
2074,Calle 7365,,Mar del Plata,1,1515,AR,2023-11-05 02:44:39
2075,Calle 3346,Piso 6 Dto C,Río Cuarto,2,8074,AR,2023-12-31 02:54:24
2076,Calle 7762,,Córdoba,2,7136,AR,2023-06-29 13:43:22
2077,Calle 6888,,Mar del Plata,1,4469,AR,2023-08-27 17:34:46
2078,Calle 7121,,CABA,1,5360,AR,2025-07-22 04:46:05
2079,Calle 8698,Piso 10 Dto C,Río Cuarto,2,8422,AR,2024-01-05 12:11:28
2080,Calle 8731,,Rafaela,3,8357,AR,2025-02-24 00:54:36
2081,Calle 4575,,La Plata,1,1328,AR,2024-03-05 21:27:46
2082,Calle 8773,,La Plata,1,3077,AR,2023-07-28 13:31:06
2083,Calle 8742,Piso 2 Dto C,Mar del Plata,1,7465,AR,2023-12-02 01:17:52
2084,Calle 8832,,CABA,1,1831,AR,2025-07-03 19:07:17
2085,Calle 1216,,Rafaela,3,6556,AR,2025-07-29 16:14:50
2086,Calle 4279,,La Plata,1,3921,AR,2023-07-13 09:07:51
2087,Calle 2290,,CABA,1,9486,AR,2023-12-21 15:12:42
2088,Calle 6917,,Córdoba,2,6273,AR,2025-04-20 23:34:04
2089,Calle 5533,,La Plata,1,1447,AR,2023-06-12 14:30:36
2090,Calle 498,,Rafaela,3,2328,AR,2023-09-11 08:46:00
2091,Calle 1610,Piso 8 Dto C,Villa Carlos Paz,2,1937,AR,2023-06-15 03:25:55
2092,Calle 5126,,Villa Carlos Paz,2,9257,AR,2024-07-29 06:49:51
2093,Calle 2610,,Santa Fe,3,9847,AR,2025-05-15 15:35:05
2094,Calle 1256,Piso 3 Dto A,Mar del Plata,1,9215,AR,2023-07-10 23:01:02
2095,Calle 662,Piso 9 Dto B,La Plata,1,1430,AR,2023-07-13 13:53:51
2096,Calle 4281,Piso 4 Dto B,Córdoba,2,6594,AR,2023-09-20 18:32:56
2097,Calle 4507,Piso 9 Dto A,Mar del Plata,1,7188,AR,2025-09-26 14:13:03
2098,Calle 2446,,La Plata,1,6269,AR,2024-11-30 02:25:48
2099,Calle 5082,Piso 3 Dto C,Villa Carlos Paz,2,1686,AR,2025-09-10 08:18:29
2100,Calle 7697,,Río Cuarto,2,4938,AR,2025-02-01 04:44:52
2101,Calle 9147,Piso 8 Dto C,Río Cuarto,2,1278,AR,2025-07-30 20:03:28
2102,Calle 995,,CABA,1,7417,AR,2024-06-01 17:37:50
2103,Calle 9107,,Rosario,3,5286,AR,2024-06-10 19:36:15
2104,Calle 2908,Piso 9 Dto B,San Rafael,4,5079,AR,2025-07-15 01:19:23
2105,Calle 3076,,Mar del Plata,1,7548,AR,2024-06-25 00:17:12
2106,Calle 1074,Piso 3 Dto C,Mar del Plata,1,5835,AR,2024-01-26 10:32:15
2107,Calle 5039,,Mar del Plata,1,1339,AR,2024-05-17 01:06:59
2108,Calle 2139,Piso 6 Dto C,Rafaela,3,4504,AR,2023-10-14 16:51:51
2109,Calle 1347,Piso 8 Dto A,La Plata,1,5777,AR,2024-12-31 15:48:42
2110,Calle 4762,Piso 1 Dto A,La Plata,1,4753,AR,2024-11-29 07:05:32
2111,Calle 3064,,Mar del Plata,1,2386,AR,2025-05-04 20:36:30
2112,Calle 4585,,La Plata,1,4700,AR,2023-10-22 06:30:59
2113,Calle 8208,Piso 9 Dto A,Mar del Plata,1,6432,AR,2023-11-30 13:20:46
2114,Calle 1009,Piso 11 Dto C,Mar del Plata,1,1615,AR,2024-07-29 00:39:24
2115,Calle 4774,,Córdoba,2,4423,AR,2024-11-07 13:43:31
2116,Calle 4223,,Mar del Plata,1,7467,AR,2024-04-14 16:14:31
2117,Calle 1476,Piso 2 Dto C,Rosario,3,9621,AR,2025-04-29 14:31:01
2118,Calle 8920,,Córdoba,2,4950,AR,2023-09-25 00:20:08
2119,Calle 8071,Piso 4 Dto A,Córdoba,2,6292,AR,2024-04-20 15:21:44
2120,Calle 570,,La Plata,1,9272,AR,2025-06-15 13:03:55
2121,Calle 6379,Piso 2 Dto B,Santa Fe,3,9592,AR,2023-05-19 00:30:06
2122,Calle 3420,,CABA,1,6481,AR,2025-02-08 17:10:02
2123,Calle 9785,,CABA,1,7181,AR,2024-10-05 14:54:11
